SGP_VRaw,SGP_NRaw,SGP_Vin,SGP_Nin,STC_CO2,STC_Temp,ENS_VOC,MiCO,MiNO2,MiNH3,GMVOC,GMODO,GMSMO,GMETH,GMH2S,Label
28226,9555,95,1,-9.48,0,66,32767,32767,6412,13143,32767,11743,19321,12268,0
28240,9550,95,1,-9.88,0,68,32767,32767,6411,13157,32767,11757,19348,12273,0
28225,9546,95,1,-9.85,0,65,32767,32767,6413,13174,32767,11773,19399,12287,0
28231,9555,96,1,-9.76,0,52,32767,32767,6415,13188,32767,11792,19447,12301,0
28245,9546,95,1,-9.84,0,50,32767,32767,6414,13198,32767,11808,19450,12310,0
28259,9555,95,1,-9.88,0,41,32767,32767,6416,13205,32767,11818,19470,12321,0
28234,9550,95,1,-9.94,0,39,32767,32767,6420,13213,32767,11825,19485,12335,0
28239,9552,95,1,-9.64,0,39,32767,32767,6423,13220,32767,11817,19474,12342,0
28243,9552,95,1,-9.82,0,51,32767,32767,6424,13223,32767,11823,19457,12341,0
28250,9550,95,1,-9.67,0,40,32767,32767,6423,13205,32767,11813,19438,12340,0
28253,9550,95,1,-9.7,0,53,32767,32767,6425,13206,32767,11813,19430,12338,0
28245,9550,95,1,-9.67,0,57,32767,32767,6426,13204,32767,11803,19410,12334,0
28242,9543,95,1,-9.66,0,62,32767,32767,6428,13204,32767,11798,19393,12328,0
28254,9556,95,1,-9.74,0,60,32767,32767,6426,13215,32767,11819,19430,12334,0
28249,9552,95,1,-10.03,0,49,32767,32767,6427,13226,32767,11834,19475,12349,0
28252,9550,95,1,-9.48,0,49,32767,32767,6428,13235,32767,11846,19504,12356,0
28254,9551,94,1,-9.8,0,39,32767,32767,6430,13246,32767,11864,19531,12370,0
28254,9546,94,1,-9.77,0,43,32767,32767,6432,13257,32767,11873,19537,12381,0
28269,9543,94,1,-9.7,0,37,32767,32767,6439,13264,32767,11883,19557,12386,0
28261,9545,94,1,-9.41,0,39,32767,32767,6443,13268,32767,11893,19571,12393,0
28271,9548,94,1,-9.76,0,37,32767,32767,6445,13276,32767,11901,19588,12405,0
28267,9546,93,1,-9.44,0,31,32767,32767,6443,13278,32767,11905,19587,12408,0
28264,9548,93,1,-9.97,0,31,32767,32767,6436,13281,32767,11912,19575,12417,0
28246,9550,94,1,-9.65,0,33,32767,32767,6433,13281,32767,11918,19579,12422,0
28234,9550,94,1,-9.35,0,34,32767,32767,6430,13283,32767,11922,19579,12430,0
28239,9546,94,1,-9.84,0,35,32767,32767,6431,13287,32767,11925,19582,12439,0
28219,9550,95,1,-9.68,0,39,32767,32767,6430,13294,32767,11928,19588,12441,0
28242,9544,95,1,-9.88,0,40,32767,32767,6431,13292,32767,11914,19575,12443,0
28231,9546,96,1,-9.63,0,43,32767,32767,6430,13291,32767,11903,19531,12440,0
28227,9549,96,1,-9.91,0,45,32767,32767,6417,13284,32767,11882,19481,12431,0
28213,9552,97,1,-9.96,0,60,32767,32767,6398,13276,32767,11897,19497,12438,0
28176,9549,98,1,-9.65,0,55,32767,32767,6385,13272,32767,11899,19500,12439,0
28168,9545,100,1,-9.56,0,53,32767,32767,6390,13284,32767,11910,19514,12446,0
28174,9547,101,1,-9.74,0,44,32767,32767,6388,13288,32767,11920,19527,12454,0
28184,9546,102,1,-9.76,0,41,32767,32767,6385,13288,32767,11927,19523,12464,0
28177,9550,103,1,-9.79,0,36,32767,32767,6379,13289,32767,11934,19523,12463,0
28183,9538,104,1,-9.58,0,44,32767,32767,6384,13296,32767,11938,19529,12468,0
28197,9545,105,1,-9.67,0,31,32767,32767,6388,13299,32767,11934,19535,12475,0
28198,9541,105,1,-9.72,0,37,32767,32767,6392,13295,32767,11936,19536,12480,0
28212,9545,105,1,-9.34,0,42,32767,32767,6396,13288,32767,11915,19499,12469,0
28221,9540,105,1,-9.82,0,47,32767,32767,6396,13288,32767,11909,19496,12464,0
28234,9541,104,1,-9.77,0,50,32767,32767,6396,13296,32767,11932,19524,12470,0
28231,9541,104,1,-9.85,0,47,32767,32767,6393,13297,32767,11938,19549,12472,0
28248,9548,103,1,-9.66,0,45,32767,32767,6393,13305,32767,11944,19554,12483,0
28239,9538,103,1,-9.7,0,30,32767,32767,6397,13317,32767,11948,19566,12487,0
28248,9540,102,1,-9.82,0,33,32767,32767,6400,13320,32767,11953,19578,12497,0
28253,9538,101,1,-9.87,0,38,32767,32767,6403,13325,32767,11962,19583,12500,0
28255,9541,101,1,-9.68,0,31,32767,32767,6403,13327,32767,11968,19596,12506,0
28250,9545,100,1,-9.77,0,32,32767,32767,6405,13336,32767,11965,19591,12512,0
28260,9544,100,1,-9.79,0,29,32767,32767,6408,13341,32767,11972,19591,12515,0
28255,9547,99,1,-9.9,0,39,32767,32767,6407,13336,32767,11944,19548,12509,0
28256,9545,99,1,-9.72,0,43,32767,32767,6405,13330,32767,11935,19524,12501,0
28264,9545,98,1,-9.78,0,62,32767,32767,6405,13335,32767,11944,19540,12503,0
28255,9539,98,1,-9.56,0,50,32767,32767,6406,13343,32767,11963,19583,12512,0
28263,9534,98,1,-9.69,0,41,32767,32767,6408,13354,32767,11972,19601,12523,0
28263,9543,97,1,-9.82,0,36,32767,32767,6410,13357,32767,11976,19614,12531,0
28277,9535,97,1,-9.67,0,36,32767,32767,6412,13355,32767,11941,19520,12519,0
28261,9539,96,1,-9.58,0,63,32767,32767,6414,13333,32767,11921,19493,12505,0
28262,9541,96,1,-9.73,0,77,32767,32767,6412,13344,32767,11917,19503,12499,0
28259,9539,96,1,-10.09,0,77,32767,32767,6412,13346,32767,11910,19493,12497,0
28277,9541,96,1,-9.52,0,89,32767,32767,6410,13352,32767,11927,19533,12502,0
28268,9542,95,1,-9.69,0,61,32767,32767,6410,13358,32767,11939,19552,12509,0
28255,9541,95,1,-9.59,0,52,32767,32767,6415,13369,32767,11954,19582,12520,0
28273,9543,95,1,-9.79,0,49,32767,32767,6417,13373,32767,11966,19613,12529,0
28269,9538,95,1,-9.76,0,39,32767,32767,6418,13369,32767,11980,19617,12535,0
28260,9539,95,1,-9.74,0,36,32767,32767,6416,13374,32767,11985,19627,12544,0
28264,9540,95,1,-9.74,0,44,32767,32767,6421,13388,32767,11990,19646,12552,0
28273,9537,95,1,-9.86,0,29,32767,32767,6428,13388,32767,11985,19616,12557,0
28289,9534,94,1,-9.61,0,36,32767,32767,6431,13392,32767,11986,19632,12560,0
28296,9538,94,1,-9.66,0,39,32767,32767,6435,13401,32767,11984,19631,12564,0
28283,9540,94,1,-9.62,0,39,32767,32767,6438,13401,32767,11993,19636,12567,0
28278,9536,94,1,-9.72,0,44,32767,32767,6438,13403,32767,12001,19662,12575,0
28284,9541,93,1,-9.79,0,39,32767,32767,6441,13411,32767,12011,19677,12583,0
28288,9530,93,1,-9.86,0,40,32767,32767,6443,13407,32767,11972,19587,12571,0
28285,9535,93,1,-9.96,0,63,32767,32767,6446,13384,32767,11978,19611,12566,0
28290,9535,93,1,-9.97,0,57,32767,32767,6448,13404,32767,11994,19640,12571,0
28292,9533,93,1,-9.98,0,48,32767,32767,6448,13410,32767,12005,19662,12581,0
28281,9536,93,1,-9.58,0,47,32767,32767,6444,13419,32767,12012,19687,12589,0
28287,9536,93,1,-9.77,0,39,32767,32767,6445,13425,32767,12022,19693,12597,0
28282,9538,93,1,-9.85,0,40,32767,32767,6445,13417,32767,11991,19622,12593,0
28276,9537,93,1,-9.6,0,47,32767,32767,6442,13422,32767,12007,19652,12590,0
28291,9535,93,1,-9.59,0,52,32767,32767,6441,13428,32767,12025,19693,12598,0
28278,9541,93,1,-9.71,0,40,32767,32767,6442,13438,32767,12034,19699,12606,0
28280,9534,93,1,-9.67,0,40,32767,32767,6440,13438,32767,12029,19678,12604,0
28291,9535,93,1,-9.53,0,45,32767,32767,6442,13439,32767,12019,19655,12603,0
28273,9534,93,1,-9.91,0,45,32767,32767,6443,13437,32767,12014,19651,12604,0
28284,9531,93,1,-9.54,0,51,32767,32767,6447,13452,32767,12028,19670,12608,0
28282,9533,93,1,-9.65,0,47,32767,32767,6450,13452,32767,12031,19688,12614,0
28296,9532,93,1,-9.95,0,48,32767,32767,6456,13461,32767,12042,19694,12619,0
28301,9525,93,1,-9.71,0,44,32767,32767,6460,13466,32767,12045,19714,12627,0
28310,9532,93,1,-9.71,0,32,32767,32767,6465,13476,32767,12058,19747,12636,0
28305,9534,92,1,-9.84,0,34,32767,32767,6465,13483,32767,12066,19760,12641,0
28306,9532,92,1,-9.66,0,30,32767,32767,6469,13489,32767,12072,19771,12649,0
28309,9529,92,1,-9.82,0,35,32767,32767,6471,13491,32767,12075,19761,12654,0
28312,9526,92,1,-9.67,0,31,32767,32767,6474,13487,32767,12077,19765,12657,0
28306,9535,92,1,-9.65,0,32,32767,32767,6475,13494,32767,12084,19771,12666,0
28320,9532,92,1,-9.68,0,36,32767,32767,6474,13504,32767,12090,19783,12671,0
28323,9528,91,1,-9.91,0,34,32767,32767,6474,13508,32767,12087,19777,12678,0
28316,9526,91,1,-9.63,0,32,32767,32767,6473,13504,32767,12084,19764,12678,0
28299,9531,91,1,-9.74,0,40,32767,32767,6472,13499,32767,12080,19736,12676,0
28299,9523,92,1,-9.7,0,38,32767,32767,6470,13484,32767,12069,19735,12676,0
28296,9525,92,1,-9.62,0,40,32767,32767,6465,13488,32767,12061,19735,12676,0
28292,9526,92,1,-9.9,0,46,32767,32767,6460,13495,32767,12070,19752,12676,0
28289,9530,92,1,-9.69,0,47,32767,32767,6458,13507,32767,12086,19773,12688,0
28287,9522,92,1,-9.82,0,32,32767,32767,6457,13513,32767,12095,19788,12695,0
28305,9531,93,1,-9.77,0,38,32767,32767,6461,13519,32767,12103,19796,12700,0
28291,9532,93,1,-9.85,0,39,32767,32767,6460,13521,32767,12108,19803,12702,0
28310,9531,93,1,-9.62,0,32,32767,32767,6461,13528,32767,12108,19809,12709,0
28301,9528,93,1,-9.77,0,38,32767,32767,6463,13535,32767,12114,19814,12715,0
28316,9530,93,1,-9.61,0,34,32767,32767,6465,13540,32767,12087,19765,12712,0
28306,9521,93,1,-9.84,0,44,32767,32767,6464,13538,32767,12091,19772,12711,0
28306,9521,93,1,-9.67,0,43,32767,32767,6464,13540,32767,12105,19799,12718,0
28310,9524,93,1,-9.79,0,43,32767,32767,6461,13543,32767,12110,19808,12725,0
28329,9525,93,1,-9.69,0,33,32767,32767,6461,13551,32767,12112,19817,12729,0
28306,9524,93,1,-9.67,0,36,32767,32767,6464,13549,32767,12117,19821,12735,0
28305,9530,93,1,-9.94,0,39,32767,32767,6462,13553,32767,12121,19822,12743,0
28303,9537,93,1,-9.96,0,33,32767,32767,6463,13556,32767,12120,19821,12746,0
28310,9521,93,1,-9.68,0,39,32767,32767,6462,13555,32767,12105,19803,12748,0
28308,9523,93,1,-9.74,0,46,32767,32767,6462,13556,32767,12108,19814,12753,0
28312,9526,93,1,-9.77,0,50,32767,32767,6460,13554,32767,12113,19820,12753,0
28304,9528,93,1,-9.61,0,46,32767,32767,6455,13557,32767,12120,19811,12753,0
28297,9523,94,1,-9.65,0,48,32767,32767,6455,13528,32767,12100,19757,12746,0
28306,9525,94,1,-9.77,0,56,32767,32767,6457,13535,32767,12115,19788,12750,0
28317,9524,94,1,-9.74,0,46,32767,32767,6458,13519,32767,12094,19740,12741,0
28298,9528,94,1,-9.86,0,49,32767,32767,6458,13505,32767,12088,19730,12734,0
28292,9530,94,1,-9.62,0,68,32767,32767,6459,13509,32767,12082,19714,12725,0
28294,9526,95,1,-9.64,0,65,32767,32767,6458,13496,32767,12089,19714,12725,0
28295,9525,95,1,-9.74,0,66,32767,32767,6457,13508,32767,12106,19763,12734,0
28302,9525,95,1,-9.5,0,70,32767,32767,6459,13537,32767,12121,19802,12744,0
28306,9525,95,1,-9.71,0,38,32767,32767,6457,13550,32767,12135,19827,12756,0
28312,9520,95,1,-9.7,0,49,32767,32767,6458,13550,32767,12121,19792,12760,0
28296,9523,95,1,-9.66,0,46,32767,32767,6461,13559,32767,12123,19823,12768,0
28313,9524,95,1,-10.1,0,54,32767,32767,6462,13568,32767,12135,19850,12778,0
28313,9525,95,1,-9.61,0,35,32767,32767,6465,13574,32767,12149,19861,12782,0
28319,9518,95,1,-9.74,0,38,32767,32767,6468,13574,32767,12151,19864,12791,0
28315,9524,95,1,-9.61,0,46,32767,32767,6466,13574,32767,12137,19835,12791,0
28306,9522,95,1,-9.79,0,53,32767,32767,6463,13578,32767,12149,19860,12796,0
28305,9514,95,1,-9.62,0,43,32767,32767,6462,13580,32767,12160,19871,12803,0
28311,9523,95,1,-9.75,0,39,32767,32767,6462,13586,32767,12173,19875,12810,0
28309,9522,96,1,-9.63,0,39,32767,32767,6463,13592,32767,12179,19883,12815,0
28310,9523,96,1,-9.99,0,30,32767,32767,6461,13595,32767,12157,19847,12815,0
28310,9520,96,1,-9.86,0,36,32767,32767,6465,13566,32767,12123,19770,12796,0
28309,9518,96,1,-9.77,0,70,32767,32767,6460,13562,32767,12124,19757,12786,0
28304,9521,96,1,-9.91,0,68,32767,32767,6460,13569,32767,12118,19757,12779,0
28303,9521,96,1,-9.85,0,62,32767,32767,6459,13558,32767,12121,19770,12780,0
28306,9519,96,1,-9.82,0,74,32767,32767,6454,13562,32767,12159,19841,12792,0
28309,9528,96,1,-9.94,0,49,32767,32767,6457,13577,32767,12144,19837,12801,0
28306,9520,96,1,-9.69,0,54,32767,32767,6462,13598,32767,12163,19873,12809,0
28318,9514,96,1,-9.52,0,43,32767,32767,6464,13603,32767,12180,19894,12819,0
28318,9519,96,1,-9.61,0,36,32767,32767,6465,13609,32767,12195,19914,12828,0
28316,9514,96,1,-9.82,0,32,32767,32767,6466,13622,32767,12199,19920,12841,0
28318,9522,96,1,-9.82,0,36,32767,32767,6466,13625,32767,12199,19925,12848,0
28309,9520,96,1,-9.79,0,40,32767,32767,6467,13628,32767,12185,19909,12852,0
28318,9516,96,1,-9.76,0,52,32767,32767,6467,13624,32767,12169,19874,12851,0
28311,9522,96,1,-9.84,0,54,32767,32767,6463,13623,32767,12189,19904,12855,0
28312,9513,96,1,-9.74,0,42,32767,32767,6462,13629,32767,12194,19907,12855,0
28308,9513,97,1,-9.7,0,51,32767,32767,6462,13634,32767,12203,19916,12866,0
28318,9514,97,1,-9.67,0,43,32767,32767,6461,13632,32767,12213,19922,12873,0
28308,9517,97,1,-9.85,0,44,32767,32767,6462,13640,32767,12214,19925,12880,0
28316,9515,97,1,-9.83,0,40,32767,32767,6463,13642,32767,12219,19923,12882,0
28315,9514,97,1,-9.71,0,44,32767,32767,6465,13644,32767,12217,19934,12886,0
28317,9521,97,1,-9.66,0,42,32767,32767,6468,13651,32767,12225,19940,12891,0
28331,9519,97,1,-9.85,0,41,32767,32767,6469,13653,32767,12230,19948,12896,0
28332,9514,96,1,-9.73,0,40,32767,32767,6467,13657,32767,12228,19951,12901,0
28330,9514,96,1,-9.77,0,38,32767,32767,6466,13660,32767,12235,19958,12907,0
28319,9516,96,1,-9.8,0,31,32767,32767,6465,13664,32767,12240,19952,12910,0
28309,9514,96,1,-9.71,0,34,32767,32767,6464,13666,32767,12244,19951,12916,0
28320,9514,96,1,-9.79,0,39,32767,32767,6464,13662,32767,12244,19946,12918,0
28312,9514,97,1,-9.77,0,30,32767,32767,6461,13653,32767,12235,19924,12919,0
28316,9520,97,1,-9.74,0,45,32767,32767,6458,13666,32767,12224,19921,12917,0
28316,9515,97,1,-9.82,0,53,32767,32767,6456,13664,32767,12226,19926,12921,0
28332,9514,97,1,-9.96,0,45,32767,32767,6456,13671,32767,12239,19947,12926,0
28322,9516,97,1,-9.96,0,44,32767,32767,6458,13676,32767,12237,19953,12936,0
28327,9512,97,1,-9.54,0,38,32767,32767,6457,13673,32767,12242,19959,12935,0
28320,9516,97,1,-9.69,0,36,32767,32767,6459,13685,32767,12237,19955,12939,0
28336,9510,96,1,-9.88,0,36,32767,32767,6462,13688,32767,12252,19966,12945,0
28337,9512,96,1,-9.76,0,42,32767,32767,6467,13698,32767,12258,19974,12950,0
28329,9514,96,1,-9.62,0,39,32767,32767,6468,13701,32767,12262,19971,12955,0
28345,9512,96,1,-9.72,0,45,32767,32767,6471,13705,32767,12265,19982,12960,0
28340,9512,96,1,-10.05,0,38,32767,32767,6470,13704,32767,12263,19980,12962,0
28338,9520,96,1,-9.83,0,37,32767,32767,6468,13706,32767,12262,19961,12964,0
28334,9517,96,1,-9.69,0,35,32767,32767,6468,13701,32767,12267,19973,12969,0
28330,9515,96,1,-9.91,0,44,32767,32767,6467,13706,32767,12272,19974,12974,0
28331,9517,96,1,-9.74,0,35,32767,32767,6465,13715,32767,12275,19976,12978,0
28318,9514,96,1,-9.49,0,38,32767,32767,6464,13711,32767,12276,19979,12984,0
28330,9512,96,1,-9.65,0,33,32767,32767,6464,13714,32767,12280,19979,12992,0
28326,9514,96,1,-9.72,0,40,32767,32767,6461,13716,32767,12281,19978,12989,0
28313,9514,96,1,-9.7,0,28,32767,32767,6459,13718,32767,12283,19983,12998,0
28326,9522,96,1,-9.64,0,29,32767,32767,6463,13720,32767,12288,19981,13002,0
28317,9517,97,1,-9.81,0,36,32767,32767,6461,13729,32767,12291,19982,13006,0
28325,9507,97,1,-9.87,0,37,32767,32767,6462,13727,32767,12288,19985,13015,0
28329,9515,97,1,-9.64,0,30,32767,32767,6464,13732,32767,12287,19984,13016,0
28331,9522,97,1,-9.77,0,39,32767,32767,6465,13729,32767,12281,19987,13020,0
28330,9512,97,1,-9.8,0,47,32767,32767,6467,13737,32767,12274,19962,13021,0
28329,9517,97,1,-9.88,0,54,32767,32767,6466,13734,32767,12269,19950,13017,0
28319,9513,97,1,-9.6,0,47,32767,32767,6466,13721,32767,12247,19894,13005,0
28317,9518,97,1,-9.52,0,64,32767,32767,6466,13709,32767,12230,19868,12993,0
28320,9514,97,1,-9.69,0,70,32767,32767,6468,13711,32767,12237,19876,12992,0
28323,9514,97,1,-9.86,0,66,32767,32767,6470,13720,32767,12235,19886,12988,0
28323,9514,97,1,-9.85,0,51,32767,32767,6472,13715,32767,12241,19897,12987,0
28327,9514,97,1,-9.87,0,59,32767,32767,6474,13716,32767,12232,19907,12988,0
28343,9507,97,1,-9.9,0,57,32767,32767,6471,13723,32767,12253,19939,12991,0
28348,9513,97,1,-9.41,0,45,32767,32767,6473,13735,32767,12271,19977,13002,0
28340,9514,97,1,-10.0,0,42,32767,32767,6476,13748,32767,12287,20010,13014,0
28355,9509,97,1,-9.74,0,37,32767,32767,6480,13755,32767,12297,20028,13023,0
28345,9508,96,1,-9.77,0,33,32767,32767,6482,13762,32767,12310,20060,13029,0
28358,9510,96,1,-9.78,0,33,32767,32767,6485,13764,32767,12312,20076,13038,0
28360,9514,96,1,-9.59,0,27,32767,32767,6489,13775,32767,12319,20072,13044,0
28366,9506,96,1,-9.97,0,27,32767,32767,6494,13778,32767,12310,20059,13049,0
28369,9506,95,1,-10.12,0,39,32767,32767,6491,13784,32767,12320,20072,13054,0
28346,9511,95,1,-9.65,0,36,32767,32767,6495,13787,32767,12329,20085,13059,0
28351,9514,95,1,-9.77,0,25,32767,32767,6493,13788,32767,12330,20084,13063,0
28348,9511,95,1,-9.74,0,41,32767,32767,6491,13791,32767,12334,20083,13068,0
28358,9517,95,1,-9.86,0,33,32767,32767,6487,13791,32767,12336,20077,13074,0
28350,9509,95,1,-9.44,0,36,32767,32767,6485,13794,32767,12340,20078,13072,0
28346,9514,95,1,-9.71,0,34,32767,32767,6483,13794,32767,12343,20075,13081,0
28341,9514,95,1,-9.92,0,39,32767,32767,6482,13798,32767,12346,20074,13084,0
28351,9508,95,1,-9.64,0,36,32767,32767,6480,13803,32767,12349,20080,13094,0
28341,9514,95,1,-9.64,0,35,32767,32767,6482,13805,32767,12353,20082,13092,0
28341,9504,96,1,-9.64,0,35,32767,32767,6481,13811,32767,12354,20088,13097,0
28350,9510,96,1,-9.86,0,35,32767,32767,6484,13812,32767,12357,20086,13101,0
28360,9505,95,1,-9.93,0,32,32767,32767,6487,13818,32767,12357,20091,13102,0
28340,9503,96,1,-9.47,0,32,32767,32767,6491,13819,32767,12361,20098,13111,0
28359,9506,95,1,-9.79,0,28,32767,32767,6492,13821,32767,12364,20100,13115,0
28361,9513,95,1,-9.61,0,37,32767,32767,6497,13825,32767,12367,20106,13116,0
28361,9504,95,1,-9.82,0,29,32767,32767,6498,13825,32767,12370,20105,13123,0
28368,9513,95,1,-9.75,0,32,32767,32767,6500,13830,32767,12368,20104,13125,0
28368,9507,95,1,-9.52,0,27,32767,32767,6499,13832,32767,12367,20098,13124,0
28369,9503,95,1,-9.52,0,41,32767,32767,6497,13834,32767,12365,20107,13129,0
28374,9508,95,1,-9.55,0,38,32767,32767,6498,13836,32767,12368,20114,13139,0
28359,9506,95,1,-9.52,0,32,32767,32767,6498,13843,32767,12369,20110,13141,0
28355,9506,95,1,-9.71,0,32,32767,32767,6500,13843,32767,12376,20117,13145,0
28361,9498,95,1,-9.94,0,38,32767,32767,6503,13840,32767,12381,20116,13148,0
28357,9504,95,1,-9.64,0,30,32767,32767,6499,13846,32767,12384,20109,13155,0
28357,9508,95,1,-9.75,0,29,32767,32767,6498,13849,32767,12381,20110,13158,0
28365,9506,95,1,-9.7,0,39,32767,32767,6498,13850,32767,12387,20115,13164,0
28362,9506,95,1,-9.76,0,32,32767,32767,6497,13855,32767,12387,20109,13169,0
28357,9502,95,1,-9.52,0,34,32767,32767,6493,13853,32767,12392,20110,13172,0
28352,9507,95,1,-9.92,0,35,32767,32767,6494,13857,32767,12389,20106,13169,0
28353,9505,95,1,-9.71,0,29,32767,32767,6497,13859,32767,12389,20109,13174,0
28351,9504,95,1,-9.73,0,36,32767,32767,6499,13861,32767,12389,20109,13179,0
28365,9506,95,1,-9.59,0,31,32767,32767,6501,13866,32767,12392,20118,13183,0
28368,9508,95,1,-9.81,0,28,32767,32767,6502,13869,32767,12395,20122,13187,0
28365,9511,95,1,-9.6,0,34,32767,32767,6502,13870,32767,12396,20120,13189,0
28376,9516,95,1,-10.03,0,30,32767,32767,6502,13867,32767,12372,20095,13189,0
28365,9508,95,1,-9.87,0,31,32767,32767,6511,13851,32767,12343,20035,13180,0
28367,9509,95,1,-9.67,0,41,32767,32767,6508,13846,32767,12351,20033,13172,0
28366,9505,95,1,-9.83,0,45,32767,32767,6513,13853,32767,12357,20066,13172,0
28366,9496,95,1,-9.7,0,51,32767,32767,6511,13855,32767,12353,20074,13175,0
28378,9505,95,1,-9.53,0,44,32767,32767,6509,13863,32767,12369,20109,13177,0
28385,9505,95,1,-9.68,0,44,32767,32767,6512,13870,32767,12384,20129,13183,0
28376,9510,95,1,-9.96,0,34,32767,32767,6510,13881,32767,12392,20138,13191,0
28378,9496,95,1,-9.99,0,38,32767,32767,6510,13881,32767,12397,20147,13196,0
28357,9502,95,1,-9.95,0,28,32767,32767,6511,13886,32767,12403,20151,13201,0
28367,9503,95,1,-9.6,0,36,32767,32767,6513,13894,32767,12406,20156,13207,0
28357,9501,95,1,-10.0,0,40,32767,32767,6511,13894,32767,12411,20161,13212,0
28365,9502,95,1,-9.73,0,32,32767,32767,6511,13894,32767,12413,20161,13218,0
28368,9500,95,1,-9.69,0,25,32767,32767,6512,13894,32767,12419,20168,13222,0
28371,9512,95,1,-9.97,0,29,32767,32767,6512,13899,32767,12421,20166,13228,0
28375,9501,95,1,-9.92,0,39,32767,32767,6511,13900,32767,12422,20168,13231,0
28364,9510,95,1,-9.85,0,32,32767,32767,6510,13905,32767,12424,20172,13238,0
28352,9506,96,1,-9.76,0,36,32767,32767,6513,13910,32767,12427,20170,13240,0
28371,9505,96,1,-9.56,0,39,32767,32767,6511,13910,32767,12427,20168,13245,0
28357,9501,96,1,-9.85,0,35,32767,32767,6509,13908,32767,12421,20162,13244,0
28364,9501,96,1,-10.0,0,33,32767,32767,6508,13907,32767,12425,20166,13246,0
28357,9498,96,1,-9.94,0,38,32767,32767,6510,13911,32767,12429,20172,13250,0
28375,9497,96,1,-10.0,0,35,32767,32767,6513,13919,32767,12433,20174,13254,0
28381,9503,96,1,-9.85,0,32,32767,32767,6518,13926,32767,12421,20149,13254,0
28378,9502,96,1,-9.85,0,42,32767,32767,6520,13923,32767,12403,20107,13248,0
28378,9495,96,1,-9.6,0,48,32767,32767,6521,13931,32767,12415,20143,13251,0
28381,9502,96,1,-9.89,0,37,32767,32767,6523,13928,32767,12427,20175,13255,0
28395,9506,96,1,-9.83,0,37,32767,32767,6525,13932,32767,12432,20187,13261,0
28380,9498,96,1,-9.79,0,32,32767,32767,6525,13932,32767,12436,20186,13264,0
28383,9502,96,1,-9.96,0,38,32767,32767,6523,13936,32767,12443,20184,13270,0
28367,9505,96,1,-9.6,0,39,32767,32767,6523,13939,32767,12444,20183,13274,0
28389,9505,96,1,-9.82,0,32,32767,32767,6522,13942,32767,12447,20190,13275,0
28375,9499,96,1,-9.5,0,29,32767,32767,6522,13940,32767,12450,20188,13285,0
28375,9496,96,1,-9.46,0,35,32767,32767,6519,13943,32767,12451,20191,13287,0
28369,9505,96,1,-9.65,0,33,32767,32767,6520,13945,32767,12453,20195,13292,0
28373,9501,96,1,-9.91,0,39,32767,32767,6521,13946,32767,12456,20197,13296,0
28379,9504,96,1,-9.82,0,37,32767,32767,6521,13951,32767,12453,20190,13301,0
28375,9499,96,1,-9.84,0,44,32767,32767,6519,13943,32767,12448,20182,13303,0
28378,9499,96,1,-9.79,0,36,32767,32767,6518,13940,32767,12444,20167,13302,0
28371,9505,96,1,-10.0,0,52,32767,32767,6517,13935,32767,12440,20120,13289,0
28375,9503,96,1,-9.66,0,44,32767,32767,6514,13918,32767,12439,20109,13282,0
28354,9498,96,1,-10.13,0,52,32767,32767,6512,13913,32767,12428,20114,13279,0
28368,9502,97,1,-9.5,0,52,32767,32767,6508,13918,32767,12432,20142,13283,0
28379,9500,97,1,-9.77,0,57,32767,32767,6504,13932,32767,12443,20147,13285,0
28380,9504,97,1,-9.74,0,46,32767,32767,6503,13938,32767,12410,20074,13274,0
28345,9498,97,1,-9.62,0,64,32767,32767,6492,13895,32767,12394,20004,13259,0
28334,9499,98,1,-9.74,0,85,32767,32767,6466,13880,32767,12393,19989,13257,0
28311,9497,99,1,-9.43,0,86,32767,32767,6462,13878,32767,12391,19987,13248,0
28309,9501,100,1,-9.88,0,75,32767,32767,6462,13889,32767,12408,20046,13256,0
28320,9500,100,1,-9.52,0,62,32767,32767,6463,13906,32767,12423,20081,13261,0
28336,9500,101,1,-9.67,0,56,32767,32767,6467,13920,32767,12424,20110,13275,0
28341,9495,101,1,-10.0,0,54,32767,32767,6471,13929,32767,12416,20097,13276,0
28345,9501,101,1,-9.68,0,48,32767,32767,6476,13927,32767,12420,20075,13277,0
28345,9495,101,1,-9.62,0,55,32767,32767,6475,13929,32767,12430,20117,13284,0
28348,9499,102,1,-9.8,0,50,32767,32767,6464,13930,32767,12446,20129,13295,0
28310,9496,102,1,-9.81,0,45,32767,32767,6460,13936,32767,12464,20149,13305,0
28317,9496,103,1,-9.71,0,36,32767,32767,6466,13940,32767,12470,20170,13311,0
28322,9499,103,1,-9.7,0,35,32767,32767,6471,13953,32767,12477,20183,13318,0
28327,9500,104,1,-9.91,0,28,32767,32767,6478,13961,32767,12483,20190,13327,0
28344,9495,104,1,-9.57,0,30,32767,32767,6483,13959,32767,12484,20200,13338,0
28361,9491,103,1,-9.74,0,35,32767,32767,6489,13970,32767,12491,20208,13343,0
28358,9495,103,1,-9.51,0,40,32767,32767,6490,13969,32767,12494,20214,13350,0
28364,9490,103,1,-9.94,0,37,32767,32767,6494,13974,32767,12499,20223,13357,0
28372,9491,102,1,-9.61,0,30,32767,32767,6498,13979,32767,12504,20231,13360,0
