SGP_VRaw,SGP_NRaw,SGP_Vin,SGP_Nin,STC_CO2,STC_Temp,ENS_VOC,MiCO,MiNO2,MiNH3,GMVOC,GMODO,GMSMO,GMETH,GMH2S,Label
27950,10027,22,1,-9.31,0,49,32767,25706,5537,7713,32767,7436,12899,8870,0
27911,10026,26,1,-9.29,0,45,32767,25773,5520,7743,32767,7471,12940,8883,0
27894,10017,32,1,-9.21,0,49,32767,25853,5539,7781,32767,7511,13013,8901,0
27885,10019,36,1,-9.48,0,41,32767,25927,5554,7816,32767,7548,13067,8917,0
27887,10016,41,1,-9.24,0,38,32767,26007,5583,7856,32767,7586,13131,8934,0
27913,10019,45,1,-9.23,0,37,32767,26091,5616,7903,32767,7626,13201,8954,0
27911,10007,48,1,-9.18,0,30,32767,26178,5642,7944,32767,7664,13265,8976,0
27920,10012,51,1,-9.23,0,25,32767,26264,5662,7985,32767,7702,13319,8995,0
27923,10008,54,1,-9.24,0,25,32767,26352,5690,8026,32767,7743,13387,9012,0
27936,10000,57,1,-9.03,0,23,32767,26439,5718,8066,32767,7773,13450,9028,0
27939,10003,59,1,-9.45,0,24,32767,26524,5745,8097,32767,7776,13432,9031,0
27951,10004,61,1,-8.94,0,30,32767,26599,5764,8135,32767,7817,13504,9048,0
27946,10001,62,1,-9.16,0,21,32767,26676,5785,8171,32767,7859,13580,9069,0
27940,10001,64,1,-9.28,0,28,32767,26750,5799,8205,32767,7891,13624,9085,0
27938,9992,66,1,-9.23,0,30,32767,26815,5799,8235,32767,7921,13663,9097,0
27917,9991,68,1,-9.19,0,33,32767,26878,5800,8262,32767,7937,13684,9113,0
27902,9992,71,1,-9.38,0,36,32767,26943,5810,8291,32767,7973,13726,9126,0
27892,9991,73,1,-9.13,0,33,32767,26999,5799,8315,32767,8004,13754,9139,0
27870,9994,76,1,-9.12,0,31,32767,27052,5791,8336,32767,8034,13781,9154,0
27842,9987,80,1,-9.39,0,32,32767,27107,5792,8356,32767,8026,13803,9164,0
27862,9983,82,1,-9.27,0,48,32767,27160,5808,8387,32767,8051,13852,9176,0
27860,9981,85,1,-9.22,0,50,32767,27209,5827,8419,32767,8084,13895,9190,0
27885,9985,86,1,-9.39,0,42,32767,27267,5843,8451,32767,8117,13943,9203,0
27863,9978,88,1,-9.43,0,33,32767,27324,5852,8478,32767,8145,13978,9214,0
27862,9984,90,1,-9.41,0,31,32767,27376,5848,8507,32767,8170,14002,9229,0
27845,9981,92,1,-9.08,0,32,32767,27433,5846,8529,32767,8196,14035,9240,0
27847,9975,94,1,-9.34,0,36,32767,27488,5857,8554,32767,8217,14067,9251,0
27864,9974,96,1,-9.32,0,33,32767,27543,5866,8581,32767,8242,14102,9262,0
27847,9969,97,1,-9.34,0,37,32767,27592,5862,8613,32767,8270,14129,9274,0
27826,9968,99,1,-9.24,0,27,32767,27645,5869,8629,32767,8295,14166,9285,0
27829,9965,101,1,-9.34,0,29,32767,27699,5886,8661,32767,8322,14207,9299,0
27857,9965,102,1,-9.45,0,38,32767,27754,5906,8689,32767,8344,14246,9311,0
27862,9961,103,1,-9.29,0,28,32767,27806,5924,8722,32767,8367,14283,9322,0
27867,9967,103,1,-9.29,0,41,32767,27858,5941,8752,32767,8390,14322,9333,0
27882,9954,103,1,-9.16,0,24,32767,27901,5957,8775,32767,8413,14358,9343,0
27892,9968,103,1,-9.24,0,31,32767,27954,5975,8809,32767,8436,14400,9353,0
27899,9954,103,1,-9.09,0,24,32767,28001,5989,8834,32767,8457,14435,9360,0
27905,9958,102,1,-9.28,0,23,32767,28049,6004,8860,32767,8479,14467,9373,0
27910,9949,102,1,-9.2,0,31,32767,28093,6015,8885,32767,8503,14502,9383,0
27904,9955,102,1,-9.56,0,26,32767,28132,6016,8904,32767,8524,14530,9397,0
27902,9951,101,1,-9.44,0,27,32767,28167,6020,8935,32767,8546,14562,9406,0
27901,9949,101,1,-9.33,0,23,32767,28206,6026,8959,32767,8566,14595,9415,0
27903,9949,101,1,-9.37,0,25,32767,28249,6039,8977,32767,8586,14629,9427,0
27902,9945,101,1,-9.27,0,25,32767,28291,6049,9000,32767,8606,14658,9435,0
27905,9947,101,1,-9.31,0,25,32767,28331,6058,9025,32767,8627,14692,9448,0
27905,9944,100,1,-9.34,0,27,32767,28367,6065,9050,32767,8643,14723,9458,0
27922,9939,100,1,-9.49,0,27,32767,28404,6074,9074,32767,8662,14754,9469,0
27915,9934,100,1,-9.21,0,26,32767,28442,6086,9103,32767,8683,14788,9478,0
27924,9938,99,1,-9.32,0,26,32767,28481,6092,9129,32767,8698,14817,9487,0
27920,9938,99,1,-9.19,0,32,32767,28518,6100,9150,32767,8718,14842,9498,0
27911,9929,99,1,-9.37,0,24,32767,28554,6100,9172,32767,8738,14871,9504,0
27912,9930,98,1,-9.59,0,31,32767,28588,6102,9178,32767,8756,14903,9519,0
27902,9939,99,1,-9.28,0,25,32767,28619,6106,9200,32767,8772,14923,9526,0
27899,9933,99,1,-9.29,0,30,32767,28651,6110,9213,32767,8788,14948,9533,0
27903,9934,99,1,-9.42,0,26,32767,28679,6106,9233,32767,8803,14967,9544,0
27890,9923,99,1,-9.44,0,37,32767,28707,6104,9253,32767,8821,14985,9553,0
27891,9923,99,1,-9.27,0,29,32767,28739,6108,9272,32767,8837,15017,9562,0
27887,9925,100,1,-9.29,0,30,32767,28773,6115,9296,32767,8854,15044,9573,0
27894,9922,100,1,-9.17,0,28,32767,28806,6121,9314,32767,8873,15068,9581,0
27903,9921,100,1,-9.31,0,25,32767,28839,6123,9340,32767,8887,15097,9589,0
27899,9919,100,1,-9.35,0,24,32767,28869,6127,9355,32767,8903,15119,9598,0
27904,9917,100,1,-9.44,0,30,32767,28893,6124,9373,32767,8918,15143,9604,0
27896,9913,100,1,-9.59,0,23,32767,28925,6132,9393,32767,8937,15175,9616,0
27898,9912,100,1,-9.41,0,31,32767,28957,6142,9419,32767,8953,15205,9623,0
27909,9914,100,1,-9.52,0,30,32767,28991,6150,9433,32767,8959,15231,9635,0
27911,9907,100,1,-9.45,0,20,32767,29020,6156,9459,32767,8971,15240,9639,0
27898,9910,100,1,-9.28,0,28,32767,29039,6162,9468,32767,8948,15190,9631,0
27918,9911,99,1,-9.22,0,52,32767,29034,6165,9453,32767,8940,15171,9619,0
27887,9908,100,1,-9.45,0,57,32767,29012,6167,9478,32767,8955,15223,9623,0
27896,9907,100,1,-9.61,0,50,32767,29011,6176,9490,32767,8978,15267,9631,0
27903,9897,100,1,-9.47,0,50,32767,29024,6176,9524,32767,9001,15310,9644,0
27917,9901,99,1,-9.37,0,40,32767,29053,6175,9551,32767,9020,15342,9648,0
27891,9898,100,1,-9.58,0,38,32767,29071,6171,9558,32767,9034,15332,9652,0
27881,9893,100,1,-9.43,0,42,32767,29079,6174,9560,32767,9045,15332,9651,0
27882,9896,101,1,-9.4,0,40,32767,29090,6173,9588,32767,9061,15377,9659,0
27889,9891,101,1,-9.63,0,41,32767,29124,6176,9619,32767,9083,15426,9673,0
27888,9895,101,1,-9.32,0,35,32767,29165,6179,9639,32767,9104,15462,9688,0
27890,9892,101,1,-9.25,0,33,32767,29205,6181,9656,32767,9121,15494,9700,0
27901,9895,101,1,-9.31,0,31,32767,29242,6184,9662,32767,9131,15506,9712,0
27892,9888,101,1,-9.43,0,38,32767,29267,6184,9673,32767,9127,15450,9698,0
27876,9893,101,1,-9.61,0,48,32767,29262,6172,9672,32767,9119,15436,9694,0
27878,9887,102,1,-9.28,0,54,32767,29254,6170,9675,32767,9132,15458,9696,0
27885,9883,102,1,-9.73,0,60,32767,29260,6166,9703,32767,9146,15503,9706,0
27881,9883,102,1,-9.21,0,47,32767,29288,6168,9732,32767,9175,15567,9725,0
27871,9881,103,1,-9.13,0,34,32767,29319,6157,9750,32767,9193,15583,9737,0
27870,9877,103,1,-9.35,0,38,32767,29358,6152,9771,32767,9210,15609,9750,0
27866,9882,103,1,-9.37,0,38,32767,29397,6154,9790,32767,9226,15630,9762,0
27861,9871,104,1,-9.58,0,29,32767,29430,6152,9806,32767,9241,15649,9771,0
27852,9872,105,1,-9.77,0,36,32767,29468,6151,9823,32767,9254,15669,9777,0
27860,9876,105,1,-9.66,0,33,32767,29500,6158,9842,32767,9239,15643,9774,0
27870,9877,105,1,-9.37,0,43,32767,29512,6166,9835,32767,9232,15624,9769,0
27875,9870,105,1,-9.74,0,53,32767,29517,6164,9837,32767,9232,15619,9763,0
27853,9867,106,1,-9.46,0,46,32767,29504,6157,9835,32767,9242,15629,9763,0
27850,9872,106,1,-9.57,0,50,32767,29498,6150,9852,32767,9256,15648,9767,0
27826,9868,107,1,-9.52,0,43,32767,29494,6117,9861,32767,9275,15678,9777,0
27824,9865,108,1,-9.59,0,40,32767,29515,6125,9889,32767,9297,15725,9790,0
27840,9867,109,1,-9.38,0,36,32767,29551,6135,9917,32767,9316,15771,9805,0
27849,9864,109,1,-9.43,0,27,32767,29592,6150,9938,32767,9333,15814,9818,0
27869,9866,108,1,-9.49,0,30,32767,29634,6159,9959,32767,9356,15854,9833,0
27873,9864,108,1,-9.59,0,34,32767,29673,6166,9979,32767,9374,15884,9844,0
27860,9867,108,1,-9.74,0,30,32767,29697,6138,9981,32767,9366,15856,9847,0
27838,9863,108,1,-9.46,0,44,32767,29721,6122,9992,32767,9386,15874,9857,0
27831,9857,109,1,-9.44,0,37,32767,29756,6124,10011,32767,9408,15900,9868,0
27838,9865,109,1,-9.67,0,32,32767,29790,6129,10029,32767,9425,15926,9879,0
27855,9854,109,1,-9.59,0,39,32767,29827,6141,10047,32767,9441,15956,9889,0
27874,9852,108,1,-9.6,0,38,32767,29860,6151,10063,32767,9436,15933,9889,0
27876,9855,108,1,-9.59,0,43,32767,29881,6150,10059,32767,9417,15888,9878,0
27876,9848,107,1,-9.52,0,60,32767,29883,6156,10068,32767,9429,15922,9880,0
27874,9850,107,1,-9.25,0,62,32767,29887,6164,10082,32767,9447,15972,9888,0
27887,9849,106,1,-9.46,0,34,32767,29902,6172,10098,32767,9457,15987,9888,0
27877,9848,106,1,-9.59,0,38,32767,29915,6180,10110,32767,9468,16016,9900,0
27889,9852,105,1,-9.53,0,41,32767,29935,6190,10131,32767,9477,16045,9908,0
27908,9838,104,1,-9.75,0,35,32767,29952,6197,10148,32767,9486,16056,9911,0
27902,9840,103,1,-9.66,0,37,32767,29971,6196,10166,32767,9507,16094,9923,0
27899,9843,103,1,-9.29,0,31,32767,29995,6197,10185,32767,9531,16143,9941,0
27913,9842,102,1,-9.54,0,32,32767,30030,6203,10205,32767,9548,16170,9956,0
27911,9843,101,1,-9.68,0,33,32767,30062,6207,10218,32767,9564,16194,9968,0
27912,9839,100,1,-9.52,0,30,32767,30092,6211,10236,32767,9579,16218,9976,0
27913,9841,100,1,-9.77,0,30,32767,30125,6215,10251,32767,9594,16232,9987,0
27923,9838,99,1,-9.41,0,34,32767,30156,6220,10261,32767,9603,16239,9995,0
27918,9838,98,1,-9.47,0,40,32767,30178,6224,10273,32767,9605,16239,9997,0
27919,9830,98,1,-9.6,0,39,32767,30197,6225,10287,32767,9614,16255,10002,0
27925,9835,97,1,-9.33,0,35,32767,30216,6227,10302,32767,9629,16284,10007,0
27908,9828,97,1,-9.65,0,31,32767,30233,6217,10312,32767,9639,16280,10015,0
27896,9827,97,1,-9.55,0,32,32767,30251,6220,10321,32767,9648,16296,10021,0
27905,9826,97,1,-9.37,0,29,32767,30271,6217,10332,32767,9655,16310,10026,0
27899,9829,97,1,-9.42,0,36,32767,30284,6198,10340,32767,9661,16313,10033,0
27891,9826,97,1,-9.41,0,42,32767,30304,6197,10353,32767,9668,16313,10041,0
27898,9827,97,1,-9.59,0,40,32767,30327,6202,10361,32767,9681,16336,10044,0
27904,9821,97,1,-9.54,0,34,32767,30345,6202,10376,32767,9694,16353,10051,0
27892,9821,97,1,-9.69,0,33,32767,30361,6203,10384,32767,9707,16373,10058,0
27881,9828,97,1,-9.58,0,33,32767,30372,6201,10396,32767,9716,16383,10067,0
27909,9820,97,1,-9.27,0,30,32767,30385,6200,10410,32767,9729,16404,10074,0
27909,9820,97,1,-9.66,0,29,32767,30405,6205,10430,32767,9737,16425,10085,0
27902,9821,97,1,-9.66,0,27,32767,30434,6213,10445,32767,9741,16432,10094,0
27911,9823,97,1,-9.66,0,31,32767,30447,6211,10448,32767,9726,16394,10089,0
27899,9818,97,1,-9.52,0,41,32767,30448,6203,10442,32767,9723,16356,10083,0
27885,9811,97,1,-9.5,0,47,32767,30442,6201,10442,32767,9748,16403,10089,0
27885,9811,97,1,-9.51,0,43,32767,30439,6193,10440,32767,9768,16407,10091,0
27867,9812,98,1,-9.39,0,39,32767,30441,6181,10464,32767,9782,16447,10109,0
27869,9811,99,1,-9.6,0,37,32767,30458,6181,10472,32767,9787,16475,10119,0
27869,9813,99,1,-9.64,0,35,32767,30480,6189,10481,32767,9805,16503,10128,0
27884,9811,99,1,-9.47,0,35,32767,30500,6193,10506,32767,9817,16526,10141,0
27894,9806,99,1,-9.69,0,28,32767,30522,6196,10517,32767,9825,16551,10151,0
27877,9806,100,1,-9.68,0,29,32767,30541,6199,10528,32767,9838,16558,10157,0
27884,9802,100,1,-9.56,0,27,32767,30560,6201,10540,32767,9846,16584,10167,0
27901,9799,100,1,-9.85,0,29,32767,30578,6204,10557,32767,9856,16593,10174,0
27908,9806,99,1,-9.66,0,31,32767,30596,6207,10563,32767,9868,16623,10181,0
27908,9803,99,1,-9.47,0,30,32767,30618,6210,10577,32767,9881,16643,10189,0
27912,9804,99,1,-9.76,0,31,32767,30634,6212,10592,32767,9888,16657,10195,0
27913,9800,98,1,-9.53,0,32,32767,30660,6215,10619,32767,9893,16664,10203,0
27917,9801,98,1,-9.46,0,30,32767,30679,6219,10632,32767,9903,16674,10204,0
27909,9796,98,1,-9.29,0,27,32767,30702,6222,10642,32767,9909,16695,10212,0
27917,9802,97,1,-9.85,0,27,32767,30715,6223,10655,32767,9910,16703,10218,0
27908,9794,97,1,-9.63,0,29,32767,30731,6224,10664,32767,9898,16672,10217,0
27908,9796,97,1,-9.76,0,36,32767,30728,6229,10656,32767,9880,16622,10202,0
27917,9793,97,1,-9.65,0,46,32767,30700,6230,10638,32767,9880,16622,10199,0
27922,9793,97,1,-9.65,0,49,32767,30679,6223,10648,32767,9883,16636,10197,0
27915,9793,96,1,-9.48,0,45,32767,30680,6218,10666,32767,9899,16696,10209,0
27911,9794,96,1,-9.69,0,47,32767,30701,6211,10683,32767,9935,16747,10228,0
27904,9794,96,1,-9.65,0,33,32767,30728,6213,10704,32767,9952,16780,10240,0
27904,9786,97,1,-9.76,0,34,32767,30764,6216,10721,32767,9965,16792,10249,0
27912,9794,97,1,-9.61,0,34,32767,30786,6195,10727,32767,9977,16786,10261,0
27889,9791,97,1,-9.67,0,32,32767,30814,6192,10740,32767,9985,16798,10270,0
27880,9790,98,1,-9.44,0,35,32767,30842,6198,10752,32767,9997,16811,10281,0
27889,9789,98,1,-9.52,0,32,32767,30872,6204,10762,32767,10006,16835,10287,0
27908,9782,98,1,-9.97,0,30,32767,30892,6189,10767,32767,10015,16827,10295,0
27887,9785,98,1,-9.21,0,36,32767,30912,6190,10780,32767,10024,16849,10301,0
27890,9786,99,1,-9.74,0,36,32767,30937,6196,10791,32767,10035,16866,10308,0
27911,9785,98,1,-9.66,0,34,32767,30962,6201,10802,32767,10045,16881,10318,0
27929,9784,98,1,-9.48,0,34,32767,30984,6205,10824,32767,10053,16899,10322,0
27918,9777,98,1,-9.44,0,24,32767,31005,6209,10833,32767,10062,16916,10329,0
27919,9780,97,1,-9.57,0,32,32767,31025,6215,10846,32767,10069,16927,10336,0
27932,9775,97,1,-9.39,0,23,32767,31044,6218,10854,32767,10078,16941,10339,0
27929,9781,97,1,-9.57,0,25,32767,31060,6221,10864,32767,10084,16958,10349,0
27937,9774,96,1,-9.79,0,29,32767,31080,6226,10878,32767,10095,16976,10356,0
27941,9776,96,1,-9.66,0,30,32767,31098,6229,10891,32767,10104,16981,10361,0
27939,9773,95,1,-9.48,0,32,32767,31111,6227,10899,32767,10108,16991,10369,0
27936,9779,95,1,-9.72,0,30,32767,31127,6230,10904,32767,10119,17009,10375,0
27939,9777,95,1,-9.43,0,33,32767,31137,6229,10913,32767,10124,17023,10385,0
27939,9777,94,1,-9.43,0,34,32767,31152,6230,10922,32767,10134,17036,10391,0
27952,9771,94,1,-9.74,0,33,32767,31164,6232,10935,32767,10140,17044,10399,0
27943,9767,94,1,-9.71,0,28,32767,31180,6235,10946,32767,10147,17054,10404,0
27938,9768,93,1,-9.7,0,24,32767,31199,6237,10955,32767,10156,17063,10409,0
27955,9767,93,1,-9.57,0,36,32767,31211,6240,10967,32767,10163,17076,10416,0
27940,9761,93,1,-10.06,0,34,32767,31225,6239,10979,32767,10171,17082,10425,0
27946,9768,93,1,-9.58,0,32,32767,31239,6239,10989,32767,10178,17095,10431,0
27944,9757,93,1,-9.5,0,33,32767,31253,6238,10998,32767,10185,17103,10436,0
27951,9768,92,1,-9.82,0,27,32767,31266,6238,11007,32767,10191,17113,10443,0
27940,9770,92,1,-9.69,0,28,32767,31280,6241,11016,32767,10198,17123,10452,0
27943,9768,92,1,-9.47,0,25,32767,31296,6241,11023,32767,10203,17132,10455,0
27954,9764,92,1,-9.46,0,29,32767,31305,6237,11023,32767,10211,17131,10460,0
27930,9762,93,1,-9.43,0,27,32767,31309,6232,11029,32767,10218,17135,10468,0
27932,9765,93,1,-9.63,0,35,32767,31321,6228,11032,32767,10224,17140,10471,0
27924,9762,93,1,-9.82,0,33,32767,31325,6225,11042,32767,10230,17149,10476,0
27932,9760,93,1,-9.74,0,29,32767,31336,6223,11057,32767,10239,17151,10484,0
27929,9763,94,1,-9.6,0,30,32767,31345,6219,11060,32767,10246,17160,10488,0
27923,9760,94,1,-9.21,0,32,32767,31350,6217,11064,32767,10252,17172,10494,0
27924,9764,95,1,-9.45,0,35,32767,31363,6214,11075,32767,10261,17186,10502,0
27934,9757,95,1,-9.81,0,33,32767,31372,6213,11083,32767,10267,17193,10511,0
27924,9755,95,1,-9.56,0,26,32767,31380,6211,11089,32767,10274,17199,10516,0
27926,9755,95,1,-9.31,0,28,32767,31390,6208,11101,32767,10279,17207,10524,0
27925,9755,96,1,-9.73,0,32,32767,31404,6212,11111,32767,10286,17219,10531,0
27929,9751,96,1,-9.49,0,32,32767,31412,6205,11110,32767,10296,17224,10537,0
27925,9752,96,1,-9.65,0,30,32767,31430,6212,11125,32767,10306,17254,10548,0
27918,9750,96,1,-9.78,0,21,32767,31452,6222,11144,32767,10315,17275,10556,0
27937,9743,96,1,-9.66,0,26,32767,31475,6227,11141,32767,10327,17295,10564,0
27946,9742,96,1,-9.52,0,26,32767,31495,6229,11156,32767,10337,17298,10572,0
27941,9744,96,1,-9.44,0,30,32767,31511,6230,11164,32767,10344,17308,10578,0
27930,9746,96,1,-9.48,0,24,32767,31524,6224,11166,32767,10342,17283,10584,0
27920,9749,97,1,-9.28,0,31,32767,31534,6223,11167,32767,10346,17287,10586,0
27927,9748,97,1,-9.42,0,31,32767,31539,6221,11179,32767,10352,17299,10592,0
27924,9740,97,1,-9.61,0,40,32767,31544,6221,11163,32767,10319,17238,10580,0
27916,9744,97,1,-9.69,0,60,32767,31519,6218,11164,32767,10316,17219,10575,0
27922,9738,98,1,-9.69,0,61,32767,31510,6211,11165,32767,10280,17152,10561,0
27906,9742,98,1,-9.39,0,66,32767,31476,6203,11155,32767,10315,17214,10567,0
27908,9737,99,1,-9.44,0,54,32767,31463,6206,11176,32767,10317,17232,10578,0
27916,9742,99,1,-9.3,0,49,32767,31460,6208,11180,32767,10307,17220,10579,0
27920,9739,99,1,-9.87,0,60,32767,31472,6213,11194,32767,10322,17239,10587,0
27926,9738,99,1,-9.61,0,46,32767,31481,6214,11207,32767,10332,17270,10591,0
27918,9734,99,1,-9.92,0,46,32767,31501,6216,11222,32767,10356,17316,10603,0
27931,9736,99,1,-9.69,0,42,32767,31525,6221,11237,32767,10372,17339,10616,0
27940,9730,99,1,-9.56,0,45,32767,31544,6223,11247,32767,10381,17357,10622,0
27939,9731,99,1,-9.63,0,38,32767,31564,6225,11258,32767,10389,17372,10631,0
27950,9731,98,1,-9.53,0,41,32767,31590,6229,11272,32767,10391,17388,10639,0
27952,9731,98,1,-9.66,0,28,32767,31610,6235,11280,32767,10400,17398,10645,0
27939,9730,98,1,-9.51,0,33,32767,31628,6239,11284,32767,10399,17388,10644,0
27945,9731,98,1,-9.61,0,40,32767,31627,6236,11262,32767,10358,17295,10628,0
27927,9729,98,1,-9.54,0,59,32767,31591,6228,11243,32767,10359,17262,10619,0
27920,9721,98,1,-9.72,0,65,32767,31572,6219,11267,32767,10358,17283,10621,0
27927,9723,98,1,-9.57,0,54,32767,31584,6222,11287,32767,10383,17347,10637,0
27929,9727,98,1,-9.47,0,56,32767,31602,6225,11302,32767,10406,17386,10648,0
27952,9730,98,1,-9.87,0,47,32767,31625,6228,11318,32767,10419,17417,10660,0
27947,9719,98,1,-9.65,0,41,32767,31647,6232,11327,32767,10429,17433,10669,0
27948,9729,97,1,-9.62,0,37,32767,31664,6233,11334,32767,10417,17438,10674,0
27940,9723,97,1,-9.65,0,44,32767,31680,6235,11338,32767,10396,17395,10675,0
27953,9726,97,1,-9.46,0,45,32767,31689,6235,11345,32767,10404,17413,10678,0
27944,9722,97,1,-9.66,0,39,32767,31704,6236,11359,32767,10420,17443,10686,0
27947,9721,97,1,-9.47,0,40,32767,31721,6238,11372,32767,10437,17463,10692,0
27957,9715,97,1,-9.56,0,45,32767,31735,6232,11381,32767,10445,17477,10703,0
27951,9719,96,1,-9.77,0,47,32767,31755,6234,11390,32767,10417,17475,10712,0
27948,9719,96,1,-9.68,0,54,32767,31775,6239,11399,32767,10426,17466,10711,0
27952,9723,96,1,-9.53,0,54,32767,31791,6242,11403,32767,10450,17491,10716,0
27967,9719,96,1,-9.66,0,52,32767,31804,6246,11417,32767,10464,17518,10722,0
27955,9714,96,1,-9.65,0,42,32767,31825,6253,11427,32767,10479,17542,10731,0
27967,9720,95,1,-9.65,0,43,32767,31839,6256,11440,32767,10490,17559,10738,0
27964,9719,95,1,-9.68,0,28,32767,31854,6259,11449,32767,10503,17579,10745,0
27975,9718,95,1,-9.74,0,27,32767,31872,6264,11453,32767,10509,17600,10757,0
27971,9715,94,1,-9.68,0,40,32767,31886,6267,11466,32767,10511,17594,10756,0
27973,9713,94,1,-9.85,0,29,32767,31890,6271,11462,32767,10472,17519,10746,0
27982,9718,94,1,-9.77,0,44,32767,31888,6273,11462,32767,10492,17561,10750,0
27986,9713,93,1,-9.57,0,36,32767,31879,6274,11464,32767,10512,17594,10756,0
27981,9713,93,1,-9.51,0,49,32767,31884,6278,11479,32767,10523,17623,10764,0
27981,9711,93,1,-9.37,0,37,32767,31896,6283,11499,32767,10538,17667,10772,0
27988,9706,92,1,-9.74,0,35,32767,31915,6290,11508,32767,10551,17691,10786,0
27999,9714,92,1,-9.53,0,27,32767,31932,6290,11514,32767,10564,17698,10792,0
27981,9713,92,1,-9.72,0,31,32767,31948,6289,11526,32767,10570,17705,10801,0
27989,9705,92,1,-9.51,0,26,32767,31965,6292,11537,32767,10579,17714,10807,0
27993,9706,91,1,-9.43,0,36,32767,31983,6290,11545,32767,10585,17723,10817,0
27993,9711,91,1,-9.79,0,31,32767,31993,6285,11548,32767,10593,17723,10820,0
27985,9697,91,1,-9.47,0,38,32767,32011,6285,11559,32767,10596,17737,10829,0
27990,9707,91,1,-9.72,0,34,32767,32029,6288,11569,32767,10603,17742,10836,0
27993,9703,91,1,-9.77,0,32,32767,32042,6288,11570,32767,10609,17743,10844,0
27990,9701,91,1,-9.87,0,31,32767,32050,6283,11576,32767,10614,17751,10847,0
27982,9707,91,1,-9.4,0,32,32767,32060,6282,11580,32767,10620,17758,10852,0
27986,9701,91,1,-9.67,0,38,32767,32069,6284,11586,32767,10623,17761,10859,0
28001,9708,91,1,-9.76,0,29,32767,32075,6282,11596,32767,10629,17765,10860,0
27999,9705,91,1,-9.69,0,34,32767,32087,6282,11604,32767,10634,17780,10865,0
27996,9701,91,1,-9.8,0,23,32767,32090,6282,11609,32767,10638,17784,10873,0
27995,9699,91,1,-9.52,0,37,32767,32102,6281,11618,32767,10646,17792,10878,0
27986,9699,91,1,-9.81,0,30,32767,32107,6276,11622,32767,10651,17795,10885,0
27990,9701,91,1,-9.41,0,34,32767,32116,6274,11630,32767,10657,17800,10889,0
28004,9704,91,1,-9.68,0,44,32767,32128,6277,11639,32767,10665,17808,10896,0
28000,9703,91,1,-9.64,0,39,32767,32139,6275,11645,32767,10665,17814,10899,0
27999,9698,91,1,-9.77,0,31,32767,32145,6272,11648,32767,10667,17817,10906,0
27985,9697,91,1,-9.94,0,36,32767,32151,6268,11656,32767,10672,17821,10912,0
27994,9696,91,1,-9.53,0,28,32767,32162,6264,11656,32767,10678,17824,10917,0
28003,9697,91,1,-9.51,0,33,32767,32166,6258,11664,32767,10682,17828,10922,0
27989,9692,91,1,-9.77,0,36,32767,32179,6260,11670,32767,10687,17836,10924,0
27997,9701,91,1,-9.64,0,38,32767,32188,6260,11677,32767,10691,17839,10932,0
28010,9694,91,1,-9.6,0,39,32767,32203,6260,11686,32767,10691,17849,10938,0
27992,9692,92,1,-9.65,0,39,32767,32213,6261,11688,32767,10695,17850,10941,0
28004,9694,92,1,-9.62,0,40,32767,32217,6262,11698,32767,10701,17855,10948,0
28010,9685,91,1,-9.71,0,28,32767,32229,6263,11708,32767,10707,17868,10951,0
28020,9692,91,1,-9.84,0,43,32767,32246,6267,11720,32767,10710,17882,10960,0
28011,9694,91,1,-9.28,0,30,32767,32261,6271,11728,32767,10714,17895,10964,0
28003,9690,91,1,-9.8,0,40,32767,32276,6275,11737,32767,10719,17897,10969,0
28023,9689,91,1,-9.8,0,34,32767,32286,6276,11737,32767,10697,17849,10968,0
28015,9684,91,1,-9.59,0,49,32767,32288,6275,11732,32767,10666,17765,10952,0
28008,9688,91,1,-9.72,0,61,32767,32284,6270,11736,32767,10669,17797,10953,0
28014,9685,91,1,-9.6,0,63,32767,32281,6266,11742,32767,10678,17823,10957,0
28000,9686,91,1,-9.68,0,54,32767,32277,6257,11747,32767,10688,17846,10963,0
28011,9680,91,1,-9.57,0,55,32767,32283,6256,11756,32767,10707,17867,10968,0
28006,9684,92,1,-9.87,0,44,32767,32295,6257,11763,32767,10717,17891,10983,0
28003,9685,92,1,-9.51,0,46,32767,32309,6261,11774,32767,10727,17900,10988,0
28006,9679,92,1,-9.79,0,36,32767,32323,6263,11782,32767,10733,17917,10996,0
28014,9685,92,1,-9.92,0,37,32767,32336,6266,11787,32767,10725,17893,10998,0
28001,9679,92,1,-9.66,0,52,32767,32329,6266,11749,32767,10656,17731,10968,0
28000,9681,93,1,-9.43,0,78,32767,32293,6259,11756,32767,10656,17757,10964,0
28006,9678,93,1,-9.54,0,78,32767,32297,6258,11777,32767,10692,17845,10976,0
27999,9680,93,1,-9.65,0,55,32767,32307,6259,11790,32767,10711,17880,10988,0
28010,9681,93,1,-9.38,0,53,32767,32320,6261,11802,32767,10722,17910,10999,0
28020,9678,93,1,-9.71,0,47,32767,32340,6265,11813,32767,10735,17924,11013,0
28015,9684,93,1,-9.61,0,36,32767,32361,6269,11821,32767,10749,17940,11019,0
28011,9674,93,1,-9.92,0,35,32767,32370,6268,11830,32767,10755,17954,11025,0
28030,9681,93,1,-9.65,0,34,32767,32387,6269,11839,32767,10765,17971,11033,0
28025,9680,93,1,-9.61,0,44,32767,32400,6270,11845,32767,10772,17981,11043,0
28008,9684,93,1,-9.54,0,38,32767,32411,6269,11850,32767,10776,17987,11048,0
